NameDeposit	OtherNames	CountryCode	Country	StateProvince	LatitudeSeconds	LatitudeMinutes	LatitudeDegrees	LongitudeSeconds	LongitudeMinutes	LongitudeDegrees	LongitudeDecimal	LatitudeDecimal	Type	DiscoveryDate	StartupDate	Includes	Prospect?	Comments	Map Number	AgeMY	Tonnage	Copper grade	Molybdenum grade	Silver grade	Gold grade	References	Minerals	Deposit Age	Assoc Deposits less 5km	Assoc Deposits less 10km	RocksinDeposit	RocksOnMap	RocksOnMapInDeposit	EmplacementDepthkm	SulfideArea	SulfideBAxis	SulfideAAxis	AlterAAxis	AlterBAxix	AlterArea	OreArea	OreAAxis	OreBAxis
Butte Valley		USNV	United States	Nevada		48	39		-9	-115	-115.15	39.8	17				Yes		41			0	0	0	0	"Welsh, J.E., and Miller, R.D., 1990, Butte Valley porphyry system, White Pine County, Nevada: Great Basin Symposium Program with Abstracts, Reno/Sparks, Nevada p. 113.  Wendt, C.J., and Albino, G.V., 1992, Porphyry copper and related occurrences in Nevada: Nevada Bureau of Mines and Geology, Map 100, 8 p. and 1 plate."	"alunite, chalcopyrite, goethite, hematite, magnetite, jarosite, kaolinite, molybdenite, pyrite"				"hornfels, quartz monzonite porphyry, skarn "	basalt 	"andesite, dacite, granodiorite, pyroclastics, plagiogranite, quartz diorite, rhyolite"										
Caribou Mountain		USID	United States	Idaho		5	43		-20	-111	-111.3333333	43.08333333	17				Yes		29	50		0	0	0	0	"Huntsman, J.R., 1984, Caribou Mountain: a porphyry copper deposit in southeastern Idaho: Economic Geology, v.79, p. 748–754."	"biotite, bornite, chalcocite/digenite, chalcopyrite, chlorite, covellite, clay minerals, cuprite, epidote, gold, hematite, limonite, magnetite, pyrite, sericite, sphalerite"	50	18b		"andesite porphyry, diorite, diorite porphyry, skarn"		"andesite, claystone, gypsum, marl, sandstone"										
Carl Creek		USAK	United States	Alaska		2	62		-35	-141	-141.5833333	62.03333333	17				Yes		10		16	0.15				"Richter, D.H., Singer, D.A., and Cox, D.P., 1975, Mineral resources map of the Nabesna quadrangle, Alaska: U.S. Geological Miscellaneous Field Studies Map MF-655K, scale 1:250,000.Young, L.E., St. George, P., and Bouley, B.A., 1997, Porphyry copper deposits in relation to the magmatic history and palinspastic restoration of Alaska, in Goldfarb, R.J., and Miller, L.D., eds., Mineral deposits of Alaska:  Economic Geology Monograph 9, p. 306–333."	"chalcopyrite, pyrite, sericite"					"andesite, basalt"	"andesite, diorite"										
Casa Grande West	Santa Cruz	USAZ	United States	Arizona		52	32		-57	-111	-111.95	32.86666667	21a					100% covered.	69	68	1450	0.588	0.008	0.33	0.011	"Kreis, H.G., 1995, Geology of the Santa Cruz porphyry copper deposit, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera:  Tucson, Arizona Geological Society Digest 20, p. 364–365.Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera:  Tucson, Arizona Geological Society Digest 20, p. 35–68.Niemuth, N.J., 1994, The primary copper industry of Arizona, 1992: Arizona Department of Mines and Mineral Resources SR-20, 58 p.Titley, S.R., and Anthony, E.Y., 1989, Laramide mineral deposits in Arizona, in Jenney, J.P., and Reynolds, S.J., eds., Geologic evolution of Arizona:  Tucson, Arizona Geological Society Digest 17, p. 485–514."	"atacamite, biotite, bornite, chalcocite, chalcopyrite, chrysocolla, pyrite, sericite "	71–65		17			"andesite, basalt, graywacke, shale"										
Castle Dome	Pinto Valley	USAZ	United States	Arizona		24	33		-57	-110	-110.95	33.4	17	1881	1906	Carlota-Cactus		Exposed.	60	59	1438	0.33	0.0055	2.2	0.034	"Anonymous, 1975, Pinto Valley —another major porphyry copper open pit for Arizona: Mining Magazine, v. 133, no. 5, p. 344–351. Breitrick, R.A., and Lenzi, G.W., 1987, Pinto Valley copper deposit: Arizona Geological Survey Special Paper 5, p. 260–265.Creasey, S.C., 1980, Chronology of intrusion and deposition of porphyry copper ores, Globe-Miami district, Arizona: Economic Geology, v. 75, p. 830–844.Keith, S.B., and Swann, M.M., 1996, The great Laramide porphyry copper cluster of Arizona, Sonora, and New Mexico: The tectonic setting, petrology, and genesis of a world class porphyry metal cluster, in Coyner, A.R., and Fahey, P.L., eds., Geology and ore deposits of the American Cordillera:  Geological Society of Nevada Symposium Proceedings, Reno/Sparks, Nevada, April 1995, p. 1667–1747. Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera:  Tucson, Arizona Geological Society Digest 20, p. 35–68.Parkinson, G.A., 1991, Geology and mineralization of the Carlota-Cactus copper deposits, Globe-Miami mining district, Gila county, Arizona: Society of Mining Engineers Annual Meeting, Abstract and Program, Denver, Colorado, p. 58.Peterson, N.P., Gilbert, C.M., and Quick, G.L., 1951, Geology and ore deposits of the Castle Dome area, Gila County, Arizona: U.S. Geological Survey Bulletin 971, 134 p.Peterson, N.P., 1962, Geology and ore deposits of the Globe-Miami district, Arizona: U.S. Geological Survey Professional Paper 342, 151 p."	"adularia, azurite/malachite, barite, biotite, chalcanthite, chalcocite, chalcopyrite, chlorite, copper, covellite, cuprite, epidote, fluorite, gypsum, hematite/specularite, kaolinite, limonite, molybdenite, montmorillonite/smectite, silver, pyrite, sericite, turquoise"	59	 22c	17 (2)	"breccia, granite porphyry, quartz monzonite porphyry"		"andesite, andesite pyroclastics, volcaniclastic rocks"		2.6			2.7	1.5	3.3	0.33	0.91	0.46
Catheart Mt.		USME	United States	Maine	10	32	45	-1	-13	-70	-70.21694444	45.53611111	21a	1965			Yes		100	443	18	0.556	0.06	0	0	"Ayuso, R.A.,1989, Geochemistry of the Catheart Mountain porphyry copper deposit, Maine: Maine Geological Survey Studies in Maine Geology, v. 4, p. 139–162.Hollister, V.F., 1978, Geology of the porphyry copper deposits of the Western hemisphere: Society of Mining Engineers, New York, 219 p. Nowlan, G.A., 1989, Stream-sediment geochemistry of the Athean quartz monzonite and nearby rocks, Somerset and Franklin Counties, Maine: Maine Geological Survey Studies in Maine Geology, v. 3, p. 111–130.Schmidt, R.G., 1978, The potential for porphyry copper-molybdenum deposits in the eastern United States: U.S. Geological Survey Professional Paper 907–E, 31 p. "	"biotite, chalcocite, chalcopyrite, chlorite, epidote, kaolinite, molybdenite, pyrite, sericite, sphalerite, stannite"	443	22c	17	"granodiorite porphyry, quartz porphyry "	"conglomerate, diabase, diamictite, rhyolite, sandstone, siltstone"	"andesite, dacitic tuff, rhyodacite, sandstone"		1.2	1	1.5						
Chilito		USAZ	United States	Arizona	45	3	33	-24	-47	-110	-110.79	33.0625	17					Exposed.	71		199	0.3	0	1.5	0	"Eastlick, J.T., 1968, Geology of the Christmas mine and vicinity, Banner mining district, Arizona, in Ridge, J.D., ed., Ore Deposits of the United States, 1933–1967: American Institute of Mining, Metallurgical, and Petroleum Engineers, Inc., p. 1191–1210. Koski, R.A., and Cook, D.S., 1982, Geology of the Christmas porphyry copper deposit, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 353–374.Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera:  Tucson, Arizona Geological Society Digest 20, p. 35–68."	"actinolite, chalcopyrite, chlorite, diopside, epidote, garnet, goethite/limonite, sericite, pyrite"		"18b, 22c"	17	rhyodacite porphyry	"conglomerate, granite"	"andesite, basalt, andesite porphyry, andesite breccia, andesite tuff, chert, claystone, diorite porphyry, granodiorite, granodiorite porphyry, marble, quartz diorite, sandstone, siltstone"										
Christmas		USAZ	United States	Arizona	12	4	33		-44	-110	-110.7333333	33.07	17	1880	1900			Exposed.	72	63.5	48.1	1.1	0	1	0.01	"Eastlick, J.T., 1968, Geology of the Christmas mine and vicinity, Banner mining district, Arizona, in Ridge, J.D., ed., Ore Deposits of the United States, 1933–1967: American Institute of Mining, Metallurgical, and Petroleum Engineers, Inc., p. 1191–1210. Koski, R.A., and Cook, D.S., 1982, Geology of the Christmas porphyry copper deposit, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 353–374.Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera:  Tucson, Arizona Geological Society Digest 20, p. 35–68.McKee, E.H., and Koski, R.A., 1981, K–Ar ages for igneous rocks and vein minerals from the Christmas mine area, Arizona: Isochron/West, no. 32, December, p. 7–11."	"actinolite, anhydrite/gypsum, apatite, biotite, bornite, chalcocite, chalcopyrite, chlorite, chrysocolla, covellite, cubanite, diopside, epidote, galena, garnet, goethite/limonite, hematite, jarosite, kaolinite, magnetite, molybdenite, montmorillonite/smectite, pyrite, pyrrhotite, rutile, sericite, sphalerite, zeolite"	64–63	"18b, 22c"	17	"aplite, breccia, dacite porphyry, granodiorite, granodiorite porphyry, quartz diorite, quartz diorite porphyry, quartz latite porphyry, skarn"	"conglomerate, granite, schist"	"andesite agglomerate, sandstone, shoshonite, siltstone, syenite, syenite porphyry"					2	1.7	2.7	1.1	1.5	0.9
Contact	Banner	USNV	United States	Nevada	1	46	41	-1	-46	-114	-114.7669444	41.76694444	17	1870				"Total production of the district: 3,751,050 lbs Cu, 1,222 oz Au, 126,901 oz Ag"	30	150	55.8	0.77	0	0	0	"Coats, R.R., 1987, Geology of Elko County Nevada: Nevada Bureau of Mines and Geology Bulletin 101, 112 p.LaPointe, D.D., Tingley, J.V., and Jones, R.B., 1991, Mineral resources of Elko County: Nevada Bureau of Mines and Geology Bulletin 106, 236 p.Wendt, C.J., and Albino, G.V., 1992, Porphyry  copper and related occurrences in Nevada: Nevada Bureau of Mines and Geology, Map 100, 8 p. and 1 plate."	"actinolite, axinite, azurite/malachite, bornite, cerargyrite, chalcocite, chalcopyrite, chrysocolla, cuprite, garnet, hematite, pyrite"	150	"14a, 18b, 22c, 25a"		"aplite, breccia, hornfels, monzonite porphyry, skarn, syenite porphyry"	"rhyolite flow, rhyolite tuff"	"andesite, diorite, granodiorite, monzonite"										
Continental/Butte		USMT	United States	Montana	13	1	46	-35	-31	-112	-112.5263889	46.02027778	21a		1864				24	60.5	5220	0.673	0.028	8.6	0.042	"Bartos, P.J., 1989, Prograde and retrograde base metal lode deposits and their relationship to underlying porphyry copper deposits: Economic Geology, v. 84, p. 1671–1683.Long, K.R., 1992, Reserves and production data for selected ore deposits in the United States found in the files of the Anaconda Copper Company: U.S. Geological Survey Open-File Report 92-002, 21 p.Meyer, Charles, Shea, E.P., Goddard, C.C., Jr., Zeihen, L.G., Guilbert, J.M., Miller, R.N., McAleer, J.F., Brox, G.B., Ingersoll, R.G., Jr., Burns, G.J., and Wigal, T., 1968, Ore deposits at Butte, Montana, in Ridge, J.D., ed., Ore deposits of the United States, 1933-1967, The Graton-Sales Volume: New York, American Institute of Mining and Metallurgical Engineers, v. 2, p. 1373-1427.Miller, R.N., ed., 1978, Guidebook for the Butte field meetings of the Society of Economic Geologists: Butte, The Anaconda Company, 1973 (second revised printing, 1978).Tooker, E.W., 1990, Gold in the Butte district, Montana: U.S. Geological Survey Bulletin 1857-E, p. E17–E27."	"alunite, anhydrite/gypsum, azurite/malachite, biotite, bornite, cerussite, chalcocite/digenite, chalcopyrite, chlorite, copper, covellite, cuprite/tenorite, enargite, fluorite, galena, goethite/limonite, hematite/specularite, jarosite, kaolinite, magnetite, molybdenite, powellite, pyrite, pyrophyllite, rhodochrosite, sericite, siderite, smithsonite/hydrozincite, sphalerite, tetrahedrite/tennantite, wad/psilomelane"	64–57	"22c, 39a"		"breccia, jasper, quartz porphyry"	"granodiorite, gneiss, schist"	"carbonate, clastic sedimentary rocks, monzodiorite, schist"										
Copper Basin		USAZ	United States	Arizona	36	30	34	-48	-34	-112	-112.58	34.51	17	1890	early 1900s			Exposed.	56	64	228	0.4	0.0145			"Damon, P.E., Shafiqullah, M., Harris, R.C., and Spencer, J.E., 1997, Compilation of unpublished Arizona K-Ar dates from the University of Arizona Laboratory of Isotope Geochemistry: Arizona Geological Survey Open-File Report 96-18, 53 p.Johnston, W.P., and Lowell, J.D., 1961, Geology and origin of mineralized breccia pipes in Copper Basin, Arizona: Economic Geology, v. 56, p. 916-940.Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera:  Tucson, Arizona Geological Society Digest 20, p. 35-68.Titley, S.R., 1993, Characteristics of porphyry copper occurrence in the American Southwest, in Kirkham, R.V., Sinclair, W.D., Thorpe, R.I., and Duke, J.M., eds., Mineral deposit modeling: Geological Association of Canada Special Paper 40, p. 433-464."	"azurite/malachite, biotite, bornite, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, cuprite, ferrimolybdite, hematite, jarosite, limonite, magnetite, molybdenite, pyrite, sericite, serpentine"	64	"22c, 27a, 39a, exotic Cu"		"breccia, diorite, quartz latite porphyry, quartz monzonite, quartz monzonite porphyry"		"andesite, andesite clastics, shale"								1.5	1.4	1.4
Copper Basin		USNV	United States	Nevada	43	36	40	-10	-2	-117	-117.0361111	40.61194444	17						34	86	54.7	0.28	0		0	"Albino, G.V., 1995, Porphyry copper deposits of the Great Basin—Nevada, Utah, and adjacent California, in Pierce, F.W., and Bolm, J.G., eds, Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 267–296.Doebrich, J.L., and Theodore, T.G., 1996, Geologic history of the Battle Mountain mining district, Nevada, and regional controls on the distribution of mineral systems, in Coyner, A.R., and Fahey, P.L., eds., Geology and ore deposits of the American Cordillera:  Reno, Geological Society of Nevada, v. 3, p. 453–483.Ivosevich, S.W., and Theodore, T.G., 1996, Weakly developed porphyry system at Upper Paiute Canyon, Battle Mountain mining district,  Nevada, in Coyner, A.R., and Fahey, P.L., eds., Geology and ore deposits of the American Cordillera:  Reno, Geological Society of Nevada, v. 3, p. 1573–1594. Theodore, T.G., Silberman, M.L., and Blake, D.W., 1973, Geochemistry and potassium-argon ages of plutonic rocks in the Battle Mountain mining district, Lander County, Nevada: U.S. Geological Survey Professional Paper 798–A, 24 p.Theodore, T.G., Blake, D.W., Loucks, T.A., and Johnson G.A., 1992,  Geology of the Buckingham stockwork molybdenum deposit and surrounding area, Lander County, Nevada: U.S. Geological Survey Professional Paper 798–D, 24 p."	"actinolite, arsenopyrite, azurite/malachite, biotite, brochantite, chalcocite, chalcopyrite, chlorite, chrysocolla, covellite, cuprite, epidote, ferrimolybdite, galena, goethite/limonite, hematite, marcasite, molybdenite, montmorillonite/smectite, pyrite, pyrrhotite, sericite, sphalerite, tenorite, tremolite, turquoise "	86	"18b, 19c"	20c	"aplite, breccia, granodiorite porphyry, hornfels, monzogranite porphyry, skarn"	"diorite porphyry, granite porphyry, monzogranite "	"diorite, gabbro-diorite, plagiogranite, granodiorite"										
Copper Canyon		USNV	United States	Nevada	22	33	40	-1	-7	-117	-117.1169444	40.55611111	20c	1916	1967				35	38	56.8	0.48	0	14	0.77	"Blake, D.W., Kretschmer, E.L., and Theodore, T.G., 1978, Geology and mineralization of the Copper Canyon deposits, Lander County, Nevada, in Shave, D.R., ed., Guidebook to mineral deposits of the Central Great Basin: Nevada Bureau of Mines and Geology Report 32, p. 45–48. Doebrich, J.L., and Theodore, T.G., 1996, Geologic history of the Battle Mountain mining district, Nevada, and regional controls on the distribution of mineral systems, in Coyner, A.R., and Fahey, P.L., eds., Geology and ore deposits of the American Cordillera:  Reno, Geological Society of Nevada, v. 3, p. 453–483.Kotlyar, B.B., Theodore, T.G., Singer, D.A., Moss, K., Campo, A.M., and Johnson, S.D., 1998, Geochemistry of the Au-skarn environment at Copper Canyon, Battle Mountain mining district, Nevada, in Lentz, D.R., ed., Mineralized intrusion-related skarn systems,: Mineralogical Association of Canada, Short Course Series, v. 26, p. 415–443. Theodore, T.G., Blake, D.W., and Kretschmer, E.L., 1982, Geology and mineralization of the Copper Canyon deposits, Lander County, Nevada, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 543–550.Theodore, T.G., Silberman, M.L., and Blake, D.W., 1973, Geochemistry and potassium-argon ages of plutonic rocks in the Battle Mountain mining district, Lander County, Nevada: U.S. Geological Survey Professional Paper 798–A, 24 p."	"arsenopyrite, azurite/malachite, biotite, chalcocite, chalcopyrite, chlorite, epidote, clay minerals, covellite, molybdenite, galena, sericite, sphalerite, tremolite "	38	"18b, 22c, 39a"	"21b, 27d"	granodiorite		"andesite porphyry, andesitic basalt porphyry, andesitic dacite, basalt porphyry, dacite, tuff"				1.5	1.3	0.8	0.8			
Copper Creek		USAZ	United States	Arizona		45	32	-48	-28	-110	-110.48	32.75	17	1863	1933			Exposed.	76	58	75.3	0.75	0.0046	0	0	"Guthrie, J.O., and Moor, D.G., 1978, The geology of the Copper Creek area, Bunker Hill mining district, Galiuro Mountains, Arizona: Arizona Geological Society Digest, v. 11, p. 25–31.Kuhn, T.H., 1941, Pipe deposits of the Copper Creek area, Arizona: Economic Geology, v. 36, no. 5, p. 512–538.Kuhn, T.H., 1951, Bunker Hill district: in Zinc and lead deposits, Chapter 7, Part 2: Arizona Bureau of Mines Bulletin 158, Geological Series no. 19, p. 56–65. McCandless, T.E., and Ruiz, J., 1993, Rhenium-osmium evidence for regional mineralization in southwestern North America: Science, v. 261, p. 1282-1286.Titley, S.R., 1993, Characteristics of porphyry copper occurrence in the American Southwest, in Kirkham, R.V., Sinclair, W.D., Thorpe, R.I., and Duke, J.M., eds., Mineral deposit modeling: Geological Association of Canada Special Paper 40, p. 433–464."	"anhydrite/gypsum, apatite, azurite/malachite, biotite, bornite, chalcocite, chalcopyrite, chlorite, covellite, cuprite, enargite, epidote, ferrimolybdite, galena, hematite/specularite, kaolinite/illite, limonite, magnetite, molybdenite, montmorillonite, pyrite, sericite, sphalerite, tennantite, tourmaline"	59–57	22c		"breccia, dacite porphyry, diorite porphyry"	"conglomerate, limestone, quartzite, sandstone, shale"	"andesite flow, andesite tuff, dacite flow, dacite tuff"		7.5						0.77	1.7	0.58
Copper Flat 	Hillsboro	USNM	United States	New Mexico	24	48	32	-7	-7	-108	-108.1186111	32.80666667	17	1877/1975	1982			60% covered.	87	75	61.7	0.36	0.0128	1.7	0.18	"Dunn, P.G., 1982, Geology of the Copper Flat porphyry copper deposit, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 313–325. Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 35–68.McLemore, V.T., Munroe, E.A., Heizler, M.T. and McKee, C., 1999, Geochemistry of the Copper Flat porphyry and associated deposits in the Hillsboro mining district, Sierra County, New Mexico, USA: Journal of Geochemical Exploration, v. 67, p. 167–189. North, R.M., and McLemore, V.T., 1988, A classification of the precious metal deposits of New Mexico, in Schafer, R.W., Cooper, J.J., and Vikre, P.G., eds., Bulk mineable precious metal deposits of the western United States:  Reno, Nevada Geological Society, p. 625–659."	"apatite, azurite/malachite, biotite, bornite, chalcocite, chalcopyrite, chlorite, chrysocolla, cuprite, epidote, fluorite, galena, magnetite, molybdenite, pyrite, sericite, sphalerite, tetrahedrite, zeolite"	75	"17, 19a, 18c, 22c, 39a"	18d	"breccia, jasperoid, latite, latite porphyry, quartz monzonite, skarn"	"basalt, conglomerate, dolomite, limestone, mudstone, quartz monzonite porphyry, quartzite, rhyolite pyroclastics, sandstone, schist, shale"	schist								0.3	0.8	0.5
Copper King		USWY	United States	Wyoming	42	8	41	-10	-11	-105	-105.1861111	41.145	20c				Yes		31		35	0.21	0	0	0.75	"Hausel, D.W., 1989, Geology of Wyoming’s precious metal lode and placer deposits of Wyoming: Geological Survey of Wyoming Bulletin 68, 248 p.Hausel, D.W., 1993, Metal and gemstone deposits of Wyoming, in Snoke, A.W., Steidtmann, J.R., and Roberts, S.M., eds., Geology of Wyoming: Geological Survey of Wyoming Memoir 5, p. 816–835."	"biotite, bornite, chalcopyrite, chlorite, cuprite, malachite, epidote, pyrite, sericite"		cu-au-ag veins		quartz monzonite	"amphibolite, granite, pegmatite, sedimentary rocks"	"andesite, andesite porphyry, diorite porphyry, marble, monzodiorite, rhyodacite, rhyolite tuff"										
Crescent Peak		USNV	United States	Nevada		29	35		-8	-115	-115.1333333	35.48333333	17				Yes		52	72.5		0	0	0	0	"Longwell, C.R. Pampeyan, E.H., Bowyer, B., and Roberts, R.J., 1965, Geology and mineral deposits of Clark County, Nevada: Nevada Bureau of Mines Bulletin 62, 218 p.Wendt, C.J., and Albino, G.V., 1992, Porphyry copper and related occurrences in Nevada: Nevada Bureau of Mines and Geology, Map 100, 8 p. and 1 plate."	"azurite/malachite, bornite, chalcopyrite, molybdenite, pyrite, turquoise"	75–70	"22c, 25a"		quartz monzonite porphyry		"basalt, granodiorite, rhyolite, tonalite, volcaniclastic rocks"										
Elder Creek		USNV	United States	Nevada	15	41	40		-5	-117	-117.0833333	40.6875	17	middle 1960s			Yes		32	38		0	0	0	0	"Doebrich, J.L., and Theodore, T.G., 1996, Geologic history of the Battle Mountain mining district, Nevada, and regional controls on the distribution of mineral systems, in Coyner, A.R., and Fahey, P.L., eds., Geology and ore deposits of the American Cordillera:  Reno, Geological Society of Nevada, v. 1, p. 453–483.Theodore, T.G., 1996, Geology and implications of silver/gold ratios of the Elder Creek porphyry copper system, Battle Mountain mining district, Nevada, in Coyner, A.R., and Fahey, P.L., eds., Geology and ore deposits of the American Cordillera: Reno, Geological Society of Nevada, v. 3, p. 1557–1571.Theodore, T.G., Silberman, M.L., and Blake, D.W., 1973, Geochemistry and potassium-argon ages of plutonic rocks in the Battle Mountain mining district, Lander County, Nevada: U.S. Geological Survey Professional Paper 798–A, 24 p."	"biotite, chalcopyrite, chlorite, molybdenite, pyrite, pyrrhotite"	38	22c	"20c, 19c, distal disseminated Au"	"granodiorite porphyry, hornfels, monzogranite porphyry"		"quartz diorite, tuff, tuffaceous gravelstone, tuffaceous sandstone, tuffaceous siltstone"										
Ely	"Robinson, Ruth"	USNV	United States	Nevada	36	15	39	-58	-59	-114	-114.9994444	39.26	17	1867–1904	1908				42	110	754	0.613	0.01	0.8	0.27	"Bauer, H.L., Jr., Breitrick, R.A., Cooper, J.J., and Anderson, J.A., 1966, Porphyry copper deposits in the Robinson mining district, Nevada, in Titley, S.R., and Hicks, C.L., eds., Geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 233–244.Einaudi, M.T., 1982, Description of skarns associated with porphyry copper plutons, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 139–183.James, L.P., 1976, Zoned alteration in limestone at porphyry copper deposits, Ely, Nevada: Economic Geology, v. 71, p. 488–512.James, L.P., 1990, Gold in the Ely (Robinson) copper district, White Pine County, Nevada: U.S. Geological Survey Bulletin 1857–E, p. E28–E42.Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 35–68.McDowell, F.W., and Kulp, J.L., 1967, Age of intrusion and ore deposition in the Robinson mining district of Nevada: Economic Geology, v. 62, p. 905–909.Maher, David, 1996, Stratigraphy, structure, and alteration of igneous and carbonate wall rocks at Veteran Extension in the Robinson (Ely) porphyry copper district, Nevada, in Coyner, A.R., and Fahey, P.L., eds., Geology and ore deposits of the American Cordillera: Reno, Geological Society of Nevada, v. 3, p. 1595–1621.Seedorff, E., 1993, Robinson mining district geology and mineralization, summer field trip: Geological Society of Nevada Special Publication 17, 69 p. Shaver, S.A., and Jeanne, R.A., 1996, The geology and evolution of the weakly Au-(Cu)-mineralized far eastern side of the Robinson mining district, Ely, Nevada, in Coyner, A.R., and Fahey, P.L., eds., Geology and ore deposits of the American Cordillera: Reno, Geological Society of Nevada, v. 3, p. 1623–1637.Westra, G., 1979, Porphyry copper genesis at Ely, Nevada,  in Ridge, J.D., ed., Papers on mineral deposits of Western North America, The International association on the genesis of ore Deposits, Fifth Quadrennial Symposium Proceedings, v.2: Nevada Bureau of Mines and Geology Report 33, p. 127–140.Westra, G., 1979, Alteration and mineralization in the Ruth porphyry copper deposit near Ely: Economic geology, v.77, p. 950–970.Wilson, W.R., 1978, Geology of the Robinson mining district: Guidebook to mineral deposits of the Central Great Basin: Nevada Bureau of Mines and Geology Report 32, p. 55–61."	"actinolite, alunite, andalusite, apatite, biotite, chalcocite, chalcopyrite, chlorite, covellite, diopside, epidote, fluorite, goethite, garnet, hematite/specularite, jarosite, kaolinite, magnetite, molybdenite, montmorillonite, pyrite, pyrrhotite, scheelite, sericite, siderite, sphalerite, tremolite, wollastonite, zeolite, zunyite"	111–109	"18b, 20c, 22c, 25a"		"breccia, hornfels, jasperoid, quartz monzonite porphyry, skarn"		"gabbro, granite, granodiorite, syenite"					12	1.2	11	5.2	7.3	0.91
Esperanza-Sierrita		USAZ	United States	Arizona	10	52	31	-12	-7	-111	-111.12	31.86944444	21a	1895	1907; 1959			Exposed.	89	55	1830	0.26	0.0276	1.2	0.003	"Bouse, R.M., Ruiz, J., Titley, S.R., Tosdal, R.M., and Wooden, J.L., 1999, Lead isotope compositions of Late Cretaceous and Early Tertiary igneous rocks and sulfide minerals in Arizona: implications for the sources of plutons and metals in porphyry copper deposits: Economic Geology, v. 94, p. 211–244. Cook, A., and Robinson, R.F., 1991, Sierrita porphyry copper deposit, Pima county, Arizona, in Hollister, V.F., ed., Case histories of mineral discoveries, v. 3, Society for Mining, Metallurgy, and Exploration, Inc., Littleton, Colorado, p. 41–43.Linch, D.W., 1966, The economic geology of the Esperanza mine and vicinity, in Titley, S.R., and Hicks, C.L., eds., Geology of the porphyry copper deposits, southwestern North America:  Tucson, University of Arizona Press, p. 267–279.Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 35–68.McCandless, T.E., and Ruiz, J., 1993, Rhenium-osmium evidence for regional mineralization in southwestern North America: Science, v. 261, p. 1282–1286.Titley, S.R., 1982, Some features of tectonic history and ore genesis in the Pima mining district, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 387–406.West, R.J., and Aiken, D.M., 1982, Geology of the Sierrita-Esperanza deposit, Pima mining district, Pima County, Arizona, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 433–465."	"anhydrite/gypsum, apatite, azurite/malachite, biotite, bornite, brochantite, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, covellite, cuprite/tenorite, enargite, epidote, ferrimolybdite, fluorite, galena, goethite/limonite, hematite/specularite, jarosite, kaolinite, magnetite, marcasite, molybdenite, montmorillonite, pyrite, pyrrhotite, rutile, sericite, sphalerite, tetrahedrite, zeolite"	57–53	"22c, 18c"		"breccia, dacite porphyry, quartz latite porphyry, quartz monzonite porphyry"	"conglomerate, granite"	"basalt, andesite, graywacke, shale"		10						1.6	2.2	0.89
