Lon     Lat     H       Tdis    Strike  Dip     AZconv  Vtot    Vc      Age     DesRat  Phi/100 Front   Name                              ArcName
141.17  41.80   103     320     20      29      -65     82.8    82.5    129.0   40.0    51.6    y       E-SAN                             North_Honshu
139.37  41.50   184     445     15      28      -66     82.9    81.9    128.0   38.3    49.0    n       OSHIMA-OSHIMA                     North_Honshu
141.07  41.43   97      310     20      28      -65     82.9    82.6    129.0   38.5    49.6    y       MUTSU-HIUCHI-DAKE                 North_Honshu
141.08  41.32   94      300     20      27      -65     82.9    82.6    129.0   38.1    49.1    y       OSORE-YAMA                        North_Honshu
140.30  40.65   133     355     10      29      -66     83.0    80.4    129.0   38.8    50.1    n       IWAKI                             North_Honshu
140.88  40.65   102     305     10      29      -65     83.0    80.2    130.0   38.7    50.3    y       HAKKODA_GROUP                     North_Honshu
140.92  40.47   101     300     10      29      -65     83.0    80.3    129.0   39.0    50.3    y       TOWADA                            North_Honshu
140.77  39.97   109     310     10      30      -65     83.1    80.4    130.0   40.1    52.1    n       AKITA-YAKE-YAMA                   North_Honshu
140.85  39.95   105     305     10      30      -65     83.1    80.4    132.0   40.2    53.1    n       HACHIMANTAI                       North_Honshu
139.73  39.95   163     400     10      30      -66     83.1    80.6    132.0   40.6    53.6    n       MEGATA                            North_Honshu
139.88  39.93   154     385     10      30      -66     83.1    80.6    132.0   40.7    53.7    n       KANPU                             North_Honshu
141.00  39.85   97      290     10      30      -65     83.1    80.3    132.0   40.4    53.3    y       IWATE                             North_Honshu
140.80  39.75   107     305     10      30      -65     83.1    80.4    132.0   40.7    53.8    y       AKITA-KOMAGA-TAKE                 Central_Honshu
140.03  39.08   141     365     10      32      -66     83.2    80.7    132.0   42.4    55.9    n       CHOKAI                            Central_Honshu
140.78  38.95   98      290     15      31      -65     83.2    82.0    132.0   42.8    56.5    y       KURIKOMA                          Central_Honshu
140.73  38.73   96      285     16      32      -65     83.2    82.3    132.0   43.4    57.3    y       NARUGO                            Central_Honshu
140.18  38.60   126     330     12      33      -66     83.2    81.3    132.0   43.9    58.0    n       HIJIORI                           Central_Honshu
140.45  38.15   100     290     17      33      -66     83.3    82.6    131.0   45.3    59.4    y       ZAO                               Central_Honshu
140.25  37.73   101     285     22      34      -66     83.3    83.2    131.0   46.5    60.9    y       AZUMA                             Central_Honshu
140.28  37.62   95      280     27      34      -66     83.3    83.2    131.0   46.7    61.2    y       ADATARA                           Central_Honshu
139.58  37.43   121     325     25      35      -66     83.3    83.3    131.0   48.2    63.1    n       NUMAZAWA                          Central_Honshu
139.97  37.12   87      275     25      36      -66     83.3    83.3    131.0   48.7    63.7    y       NASU                              Central_Honshu
139.28  36.95   112     320     25      36      -66     83.4    83.3    130.0   49.0    63.7    n       HIUCHI                            Central_Honshu
138.03  36.92   187     425     20      35      -67     83.4    83.3    130.0   48.3    62.8    n       NIIGATA-YAKE-YAMA                 Central_Honshu
139.78  36.90   84      280     25      36      -66     83.3    83.3    130.0   49.1    63.8    y       TAKAHARA                          Central_Honshu
138.12  36.88   181     415     20      36      -67     83.4    83.3    129.0   48.4    62.4    n       MYOKO                             Central_Honshu
139.38  36.80   98      305     25      36      -66     83.4    83.3    129.0   48.8    63.0    y       NIKKO-SHIRANE                     Central_Honshu
138.13  36.80   179     410     20      36      -67     83.4    83.3    129.0   48.8    62.9    n       KUROHIME                          Central_Honshu
139.50  36.78   92      295     25      36      -66     83.4    83.3    128.0   48.9    62.6    n       OMANAGO_GROUP                     Central_Honshu
139.50  36.77   91      295     25      36      -66     83.4    83.3    128.0   48.8    62.5    y       NANTAI                            Central_Honshu
138.13  36.73   178     410     20      36      -67     83.4    83.3    128.0   49.2    63.0    n       IIZUNA                            Central_Honshu
138.52  36.70   150     375     25      36      -67     83.4    83.3    128.0   48.5    62.1    n       SHIGA                             Central_Honshu
138.55  36.62   147     370     25      36      -67     83.4    83.3    128.0   48.9    62.5    n       KUSATSU-SHIRANE                   Central_Honshu
137.60  36.57   213     445     15      38      -67     83.4    82.6    128.0   50.7    64.9    n       TATE-YAMA                         Central_Honshu
139.18  36.53   101     315     25      35      -66     83.4    83.3    128.0   48.3    61.8    y       AKAGI                             Central_Honshu
138.88  36.47   124     335     25      36      -67     83.4    83.3    128.0   48.9    62.6    n       HARUNA                            Central_Honshu
138.53  36.40   149     365     25      37      -67     83.4    83.3    128.0   50.1    64.2    n       ASAMA                             Central_Honshu
137.58  36.22   217     435     15      40      -67     83.4    82.6    129.0   53.1    68.5    n       YAKE-DAKE                         Central_Honshu
136.78  36.15   NULL    505     15      41      -68     83.4    82.7    129.0   53.9    69.6    n       HAKU-SAN                          Central_Honshu
137.55  36.12   220     435     15      41      -67     83.4    82.6    130.0   53.7    69.8    n       NORIKURA                          Central_Honshu
138.30  36.10   169     370     15      40      -67     83.4    82.6    130.0   52.9    68.7    n       TATESHINA                         Central_Honshu
137.48  35.90   227     440     10      42      -67     83.4    81.4    130.0   54.0    70.2    n       ON-TAKE                           Central_Honshu
138.73  35.35   148     310     15      38      -67     83.4    82.5    130.0   51.2    66.6    n       FUJI                              Central_Honshu
139.02  35.22   127     280     10      40      -66     83.4    81.1    131.0   52.0    68.1    n       HAKONE                            Central_Honshu
139.12  34.92   126     265     10      39      -88     49.1    48.6    132.0   30.5    40.3    n       IZU-TOBU                          Izu
139.38  34.73   107     240     10      40      -88     48.8    48.4    133.0   30.8    41.0    y       OSHIMA                            Izu
139.28  34.52   122     245     10      40      -88     48.5    48.0    134.0   31.1    41.6    y       TO-SHIMA                          Izu
139.27  34.37   128     245     10      41      -88     48.3    47.8    135.0   31.3    42.2    y       NII-JIMA                          Izu
139.15  34.22   145     260     10      42      -88     48.0    47.6    135.0   31.6    42.7    n       KOZU-SHIMA                        Izu
139.53  34.08   112     225     10      42      -87     47.9    47.5    135.0   31.7    42.8    y       MIYAKE-JIMA                       Izu
139.68  33.40   116     210     -5      47      -87     46.9    46.4    136.0   33.7    45.9    y       KUROSE_HOLE                       Izu
139.77  33.13   113     210     -5      47      -87     46.5    46.0    135.0   33.8    45.7    y       HACHIJO-JIMA                      Izu
139.77  32.45   127     225     -8      49      -87     45.5    44.6    135.0   33.9    45.7    y       AOGA-SHIMA                        Izu
139.92  31.92   119     210     -6      51      -86     44.7    44.0    136.0   34.2    46.5    y       BAYONNAISE_ROCKS                  Izu
140.05  31.32   114     205     -9      51      -86     43.8    42.7    137.0   33.3    45.6    y       SMITH_ROCK(SUMISU_JIMA)           Izu
140.32  30.48   112     195     -14     53      -85     42.5    40.3    138.0   32.2    44.4    y       TORI-SHIMA                        Izu
140.88  27.24   157     235     -7      61      -83     37.6    36.6    143.0   32.1    45.9    y       NISHINO-SHIMA                     Bonin
141.10  26.12   124     220     5       64      -82     35.9    35.9    144.0   32.2    46.4    y       KAITOKU_SEAMOUNT                  Bonin
141.23  25.43   116     215     -10     63      -82     34.9    33.1    145.0   29.5    42.8    y       KITA-IWO-JIMA                     Bonin
141.33  24.75   130     205     -11     64      -81     33.8    31.8    146.0   28.7    41.8    y       IWO-JIMA                          Bonin
141.52  24.28   114     200     -15     64      -80     33.1    30.1    147.0   27.0    39.7    y       SHIN-IWO-JIMA                     Bonin
141.91  23.51   126     205     -35     61      -79     32.0    22.2    147.0   19.3    28.4    y       MINAMI-HIYOSHI                    Bonin
143.44  21.93   154     190     -46     64      -73     30.1    13.7    147.0   12.4    18.2    y       FUKUJIN                           North_Marianas
143.20  20.30   NULL    340     -35     58      -72     27.5    16.7    148.0   14.2    21.0    n       UNNAMED                           North_Marianas
144.90  20.53   128     190     -31     60      -67     28.7    16.9    148.0   14.6    21.7    y       FARALLON_DE_PAJAROS(URACAS)       North_Marianas
145.10  20.13   139     200     -33     61      -66     28.2    15.4    148.0   13.4    19.8    y       SUPPLY_REEF                       North_Marianas
145.00  20.10   162     200     -33     61      -66     28.1    15.4    148.0   13.4    19.9    y       MAUG                              North_Marianas
145.40  19.67   129     200     -16     61      -64     27.8    20.7    149.0   18.2    27.0    y       ASUNCION                          South_Marianas
145.67  18.77   117     215     -17     61      -62     26.6    18.9    149.0   16.5    24.6    y       AGRIGAN                           South_Marianas
145.80  18.13   119     225     -8      58      -61     25.8    20.5    150.0   17.4    26.0    y       PAGAN                             South_Marianas
145.83  17.60   125     230     -5      58      -59     25.1    20.4    151.0   17.3    26.1    y       ALAMAGAN                          South_Marianas
145.85  17.32   124     230     -2      58      -59     24.7    20.7    151.0   17.5    26.4    y       GUGUAN                            South_Marianas
145.78  16.71   135     240     4       58      -58     23.8    21.0    152.0   17.8    27.0    y       SARIGAN                           South_Marianas
145.67  16.35   160     235     9       55      -57     23.2    21.3    153.0   17.4    26.7    y       ANATAHAN                          South_Marianas
145.57  15.62   132     215     13      54      -56     22.1    20.7    154.0   16.7    25.8    y       RUBY                              South_Marianas
145.25  15.00   167     215     20      49      -56     21.0    20.3    155.0   15.4    23.9    y       ESMERALDA_BANK                    South_Marianas
131.43  33.28   109     340     13      60      -54     69.9    64.4    22.8    55.5    12.7    y       TSURUMI                           Kyushu
131.25  33.08   132     325     15      60      -54     70.3    65.7    23.3    56.8    13.2    y       KUJU_GROUP                        Kyushu
131.10  32.88   147     295     20      59      -54     70.7    68.1    23.8    58.5    13.9    y       ASO                               Kyushu
130.30  32.75   NULL    325     21      59      -54     71.6    69.3    24.6    59.1    14.5    n       UNZEN                             Kyushu
130.87  31.93   101     225     16      59      -55     72.3    68.6    25.0    58.5    14.6    y       KIRISHIMA                         Kyushu
130.59  31.77   141     225     20      58      -55     72.8    70.2    25.0    59.4    14.9    n       SUMIYOSHI-IKE                     Kyushu
130.67  31.58   117     210     17      57      -55     73.0    69.6    25.0    58.6    14.7    y       SAKURA-JIMA                       Kyushu
130.57  31.22   109     175     25      55      -56     73.6    72.6    26.0    59.1    15.4    y       IBUSUKI_VOLC_FIELD                Kyushu
130.28  30.78   109     160     31      51      -56     74.5    74.4    28.0    57.5    16.1    y       KIKAI                             Kyushu
130.22  30.43   91      145     30      50      -56     75.1    74.9    30.0    57.1    17.1    y       KUCHINOERABU-JIMA                 Kyushu
129.93  29.97   89      145     30      48      -56     76.0    75.8    30.0    56.6    17.0    y       KUCHINO-SHIMA                     Kyushu
129.87  29.85   87      145     30      49      -56     76.2    76.1    30.0    57.0    17.1    y       NAKANO-SHIMA                      Kyushu
129.72  29.53   80      150     32      49      -56     76.8    76.7    30.0    58.0    17.4    y       SUWANOSE-JIMA                     Kyushu
129.60  29.45   87      160     33      49      -56     77.0    77.0    30.0    58.2    17.5    y       AKUSEKI-JIMA                      Kyushu
128.25  27.85   83      200     41      45      -57     80.4    79.6    NULL    56.3    NULL    y       OKINAWA-TORI-SHIMA                Ryukyu
124.00  24.56   60      175     80      42      -57     88.1    59.4    43.0    39.9    17.1    y       IRIOMOTE-JIMA                     Ryukyu
122.20  19.08   163     200     -155    56      120     97.7    97.3    NULL    81.0    NULL    y       DIDICAS                           North_Philippines
121.86  18.83   125     190     -151    56      120     98.1    98.1    40.0    81.0    32.4    y       CAMIGUIN_DE_BABUYANES             North_Philippines
122.12  18.22   NULL    260     -157    55      120     98.6    98.0    39.0    79.9    31.2    n       CAGUA                             North_Philippines
121.10  17.32   129     220     -155    51      119     99.9    99.6    34.0    77.8    26.4    y       AMBALATUNGAN_GROUP                North_Philippines
121.09  17.31   129     220     -155    51      119     99.9    99.6    34.0    77.9    26.5    y       BINULUAN                          North_Philippines
120.98  17.15   126     215     -156    52      119     100.1   99.7    33.6    79.1    26.6    y       PATOC                             North_Philippines
120.81  15.83   169     200     -178    55      119     101.4   90.2    31.0    73.7    22.8    n       AMORONG                           North_Philippines
120.74  15.20   158     185     174     56      119     102.0   83.3    30.2    69.3    20.9    n       ARAYAT                            North_Philippines
120.35  15.13   91      145     169     56      119     102.2   78.0    30.0    64.4    19.3    y       PINATUBO                          North_Philippines
120.40  14.71   86      140     170     59      119     102.5   80.1    30.0    68.5    20.5    y       NATIB                             North_Philippines
120.50  14.50   97      150     177     62      119     102.7   87.5    30.0    77.2    23.2    y       MARIVELES                         North_Philippines
121.33  14.35   NULL    220     160     66      119     102.4   67.7    30.0    61.8    18.5    n       JALAJALA                          North_Philippines
121.20  14.13   NULL    205     160     67      119     102.7   67.9    30.0    62.7    18.8    n       MAGUILING                         North_Philippines
121.30  14.12   NULL    210     160     67      119     102.6   67.9    30.0    62.6    18.8    n       LAGUNA_VOLC_FIELD                 North_Philippines
121.48  14.07   NULL    235     160     67      119     102.6   68.0    30.0    62.6    18.8    n       BANAHAW                           North_Philippines
120.99  14.00   NULL    180     160     67      119     102.9   68.0    30.0    62.7    18.8    n       TAAL                              North_Philippines
120.89  13.72   121     170     160     67      119     103.1   68.3    30.0    62.7    18.8    y       PANAY                             North_Philippines
121.08  13.53   141     180     160     64      118     103.2   68.4    30.2    61.3    18.5    y       DAGIT-DAGITAN                     North_Philippines
123.37  13.66   NULL    180     -30     NULL    -62     102.1   54.1    57.2    NULL    NULL    n       ISAROG                            South_Philippines
123.46  13.46   NULL    180     -30     NULL    -62     102.2   54.3    57.5    NULL    NULL    n       IRIGA                             South_Philippines
123.60  13.42   NULL    170     -30     NULL    -62     102.2   54.3    57.3    NULL    NULL    n       MALINAO                           South_Philippines
123.60  13.32   NULL    175     -30     NULL    -62     102.2   54.3    57.5    NULL    NULL    n       MASARAGA                          South_Philippines
123.69  13.26   NULL    170     -30     NULL    -62     102.3   54.4    57.5    NULL    NULL    n       MAYON                             South_Philippines
123.96  13.05   NULL    160     -30     37      -62     102.3   54.5    57.7    32.8    18.9    n       POCDOL_MOUNTAINS                  South_Philippines
124.05  12.77   NULL    165     -36     41      -62     102.6   46.1    58.0    30.1    17.4    n       BULUSAN                           South_Philippines
124.53  11.52   151     190     -30     51      -63     103.4   55.6    59.4    43.4    25.8    y       BILIRAN                           South_Philippines
124.85  10.87   168     195     -32     60      -63     103.8   53.2    60.0    46.0    27.6    y       MAHAGNOA                          South_Philippines
123.23  10.70   NULL    365     -30     52      -63     104.6   56.5    60.1    44.7    26.8    n       SILAY                             South_Philippines
123.22  10.62   NULL    370     -30     53      -63     104.7   56.6    60.1    45.2    27.1    n       MANDALAGAN                        South_Philippines
123.13  10.41   NULL    385     -30     55      -63     104.9   57.5    60.1    47.0    28.2    n       CABALIAN                          South_Philippines
125.22  10.29   195     170     -20     71      -63     104.1   71.4    60.2    67.7    40.7    y       CABALIAN                          South_Philippines
125.52  9.59    176     155     -20     72      -64     104.6   72.6    60.2    68.8    41.4    y       PACO                              South_Philippines
123.17  9.26    NULL    420     -20     72      -63     105.7   72.1    60.2    68.5    41.2    n       MAGASO                            South_Philippines
124.67  9.20    NULL    250     -20     72      -63     105.2   72.3    60.3    68.8    41.5    n       HIBOK-HIBOK                       South_Philippines
124.92  8.80    NULL    230     -20     73      -64     105.4   72.6    60.3    69.5    41.9    n       BALOTOCAN                         South_Philippines
123.63  8.22    NULL    380     -20     73      -63     106.4   73.0    60.3    69.8    42.1    n       MALINDANG                         South_Philippines
124.80  7.95    NULL    265     -15     75      -64     106.1   79.7    60.2    76.9    46.3    n       KALATUNGAN                        South_Philippines
124.07  7.88    NULL    245     -15     75      -63     106.4   79.7    60.2    76.9    46.3    n       CALAGYO                           South_Philippines
124.50  7.67    NULL    305     -15     74      -64     106.4   79.9    60.2    76.9    46.3    n       RAGANG                            South_Philippines
124.47  7.65    NULL    300     -15     75      -64     106.5   79.9    60.2    77.1    46.4    n       LATUKAN                           South_Philippines
124.32  7.65    NULL    320     -15     74      -64     106.5   79.9    60.2    76.9    46.3    n       MAKATURING                        South_Philippines
126.07  7.44    240     130     -12     74      -64     106.0   83.5    60.2    80.3    48.4    n       UNNAMED                           South_Philippines
126.40  7.39    105     100     -15     74      -64     106.0   79.7    60.2    76.7    46.2    y       LEONARD_RANGE                     South_Philippines
125.27  6.99    NULL    230     -15     74      -64     106.0   80.2    60.2    77.0    46.3    n       APO                               South_Philippines
125.11  6.37    NULL    255     -15     70      -64     106.7   80.5    NULL    75.4    NULL    n       MATUTUM                           South_Philippines
125.38  5.40    178     250     -15     58      -64     107.8   81.7    NULL    69.5    NULL    y       BALUT                             South_Philippines
147.88  -5.59   143     170     98      71      62      77.6    45.6    NULL    43.0    NULL    y       UMBOI                             New_Britain
148.09  -5.41   NULL    200     95      73      61      77.3    43.2    NULL    41.3    NULL    n       SAKAR                             New_Britain
148.12  -5.52   230     185     95      72      62      77.8    43.2    NULL    41.1    NULL    y       RITTER_ISLAND                     New_Britain
148.42  -5.53   226     190     86      73      61      78.5    34.2    NULL    32.7    NULL    y       LANGILA                           New_Britain
150.03  -5.45   131     170     80      71      56      81.9    33.3    NULL    31.5    NULL    y       GARBUNA_GROUP                     New_Britain
150.03  -5.15   NULL    200     80      72      56      80.8    33.5    NULL    31.8    NULL    n       BOLA                              New_Britain
150.09  -5.27   228     190     80      72      56      81.4    33.7    NULL    32.0    NULL    n       GARUA_HARBOUR                     New_Britain
150.11  -5.27   NULL    180     71      72      55      80.7    22.3    NULL    21.2    NULL    n       DAKATAUA                          New_Britain
150.50  -5.47   91      130     75      72      55      83.2    28.8    NULL    27.4    NULL    n       LOLO                              New_Britain
150.52  -5.58   67      130     74      72      55      83.6    27.0    NULL    25.7    NULL    y       PAGO                              New_Britain
150.90  -5.53   53      120     68      70      54      84.4    20.0    NULL    18.8    NULL    y       WALO                              New_Britain
151.10  -5.33   72      130     66      69      53      84.2    18.7    NULL    17.4    NULL    y       HARGY                             New_Britain
151.16  -4.92   176     170     66      66      52      82.9    19.8    NULL    18.1    NULL    n       LOLOBAU                           New_Britain
151.23  -5.20   86      140     66      67      53      84.1    19.6    NULL    18.0    NULL    y       BAMUS                             New_Britain
151.33  -5.05   108     150     66      65      52      83.8    20.3    NULL    18.3    NULL    y       ULAWUN                            New_Britain
151.38  -4.93   129     155     66      64      52      83.6    20.7    NULL    18.5    NULL    y       LIKURUANGA                        New_Britain
152.20  -4.27   148     195     80      56      48      83.7    43.8    NULL    36.4    NULL    y       RABAUL                            New_Britain
152.64  -3.12   NULL    320     90      55      48      81.3    54.2    NULL    44.3    NULL    n       LIHIR                             New_Britain
153.65  -4.08   179     225     105     61      45      87.4    75.8    NULL    66.4    NULL    y       AMBITLE                           Solomon
154.93  -5.83   171     135     140     76      46      96.7    96.5    NULL    93.5    NULL    y       TORE                              Solomon
154.98  -5.83   189     135     135     76      46      96.9    96.9    NULL    93.9    NULL    n       BALBI                             Solomon
155.22  -6.09   183     135     134     75      46      98.4    98.4    NULL    95.0    NULL    n       BILLY_MITCHELL                    Solomon
155.19  -6.14   154     130     134     75      46      98.5    98.4    NULL    95.0    NULL    y       BAGANA                            Solomon
155.61  -6.44   144     130     120     70      45      100.6   97.2    NULL    91.6    NULL    y       TAKUAN_GROUP                      Solomon
155.62  -6.52   122     125     120     70      46      100.9   97.3    NULL    91.2    NULL    y       LOLORU                            Solomon
165.80  -10.38  175     135     111     77      80      92.6    48.5    28.0    47.2    13.2    y       TINAKULA                          North_Vanuatu
167.67  -13.67  NULL    165     172     67      81      87.8    87.8    50.0    81.1    40.5    n       MOTLAV                            North_Vanuatu
167.47  -13.80  203     145     170     68      80      87.7    87.7    50.0    81.1    40.6    y       SORETIMEAT                        North_Vanuatu
167.50  -14.27  186     140     168     69      80      87.0    87.0    54.0    80.9    43.7    y       GAUA                              North_Vanuatu
168.05  -14.45  NULL    195     160     70      81      86.6    85.1    54.0    80.0    43.2    n       MERE_LAVA                         North_Vanuatu
167.83  -15.40  163     145     156     72      80      85.3    82.5    53.0    78.3    41.5    y       AOBA                              North_Vanuatu
168.12  -16.25  154     145     162     72      80      84.1    83.2    52.0    79.1    41.1    y       AMBRYM                            North_Vanuatu
168.35  -16.51  197     155     162     72      81      83.6    82.7    51.0    78.5    40.0    n       LOPEVI                            North_Vanuatu
168.37  -16.68  189     150     164     70      81      83.4    82.8    50.0    77.6    38.8    n       EAST_EPI                          North_Vanuatu
168.28  -16.73  158     145     168     70      80      83.3    83.2    50.0    77.9    39.0    y       TAVANI_KUTALI                     North_Vanuatu
168.43  -16.80  194     155     163     70      81      83.2    82.4    50.0    77.3    38.7    n       TAVAI_RURO                        North_Vanuatu
168.54  -16.83  216     160     162     69      81      83.1    82.1    50.0    76.8    38.4    n       KUWAE(KARUA)                      North_Vanuatu
168.59  -16.99  215     160     159     68      81      82.9    81.1    50.0    75.3    37.7    n       UNNAMED                           North_Vanuatu
168.33  -17.45  92      120     154     68      80      82.2    79.1    50.0    73.2    36.6    y       NORTH_VATE                        South_Vanuatu
169.23  -18.75  196     150     152     70      81      80.1    75.7    50.0    71.1    35.6    y       TRAITOR'S_HEAD(ERROMANGO)         South_Vanuatu
169.43  -19.52  127     135     155     67      81      78.9    76.0    50.0    69.7    34.9    y       YASUR(TANNA)                      South_Vanuatu
169.83  -20.20  142     140     153     65      81      77.7    74.1    50.0    67.1    33.5    y       ANEITYUM                          South_Vanuatu
171.32  -22.33  54      90      120     67      82      74.0    46.4    50.0    42.8    21.4    y       MATTHEW_ISLAND                    South_Vanuatu
172.05  -22.40  84      95      109     68      82      73.8    32.7    50.0    30.4    15.2    y       HUNTER_ISLAND                     South_Vanuatu
-174.00 -15.37  88      140     -17     55      -87     83.9    78.7    109.0   64.2    70.0    n       O                                 Tonga
-173.67 -15.58  57      135     -11     54      -87     83.6    81.1    109.0   65.3    71.2    n       N(near_Curacoa)                   Tonga
-175.63 -15.60  308     325     -4      54      -88     83.5    83.1    109.0   67.3    73.3    n       NIVAFO'OU                         Tonga
-173.67 -15.62  58      145     -9      54      -87     83.6    81.7    109.0   65.8    71.7    y       CURACOA                           Tonga
-173.72 -16.85  53      160     9       53      -87     81.7    81.3    109.0   65.0    70.9    y       M(near_Tafahi)                    Tonga
-173.92 -16.23  86      195     6       54      -87     82.6    82.5    109.0   66.5    72.5    y       L                                 Tonga
-173.75 -16.53  61      170     7       53      -87     82.2    82.0    109.0   65.5    71.4    y       K                                 Tonga
-173.97 -17.25  73      175     11      53      -87     81.1    80.4    109.0   63.9    69.7    y       J                                 Tonga
-174.17 -17.58  89      185     14      51      -87     80.6    79.2    109.0   61.9    67.4    y       I                                 Tonga
-174.25 -17.87  89      190     14      51      -87     80.1    78.7    109.0   61.4    66.9    y       H                                 Tonga
-174.32 -18.02  93      195     15      52      -87     79.9    78.2    109.0   61.6    67.1    y       FONUALEI                          Tonga
-174.33 -18.05  93      190     14      52      -87     79.8    78.4    109.0   61.5    67.0    n       G(near_Fonualei)                  Tonga
-174.33 -18.33  83      185     20      51      -87     79.4    76.1    109.0   59.4    64.7    y       F                                 Tonga
-174.65 -18.81  95      205     24      52      -87     78.6    73.4    109.0   58.0    63.3    y       LATE                              Tonga
-174.78 -18.99  99      210     25      53      -87     78.3    72.6    109.0   58.0    63.2    y       HOME_REEF                         Tonga
-174.87 -19.18  100     215     26      54      -87     78.0    71.8    109.0   57.8    63.0    y       METIS_SHOAL                       Tonga
-174.92 -19.45  88      205     25      54      -87     77.6    72.0    109.0   58.2    63.4    y       D                                 Tonga
-175.07 -19.75  87      210     22      55      -88     77.1    72.7    109.0   59.4    64.7    y       TOFUA                             Tonga
-175.15 -20.13  77      200     21      55      -88     76.5    72.7    109.0   59.4    64.7    y       C                                 Tonga
-175.42 -20.32  108     215     19      54      -88     76.2    73.1    109.0   58.9    64.2    n       FALCON_ISLAND                     Tonga
-175.37 -20.33  98      205     18      54      -88     76.2    73.2    109.0   59.0    64.4    n       Fonua_Fo'ou                       Tonga
-175.38 -20.57  89      215     15      52      -88     75.8    73.9    109.0   58.5    63.7    y       UNNAMED(3)                        Tonga
-175.45 -20.70  94      210     12      51      -88     75.6    74.4    109.0   57.9    63.2    n       B_S                               Tonga
-175.53 -20.58  113     215     18      52      -88     75.8    73.0    109.0   57.7    62.8    n       B_(W_Hunga-Ha'apai)               Tonga
-175.55 -20.83  104     210     17      51      -88     75.4    72.9    109.0   56.4    61.5    n       A_S                               Tonga
-175.53 -20.83  101     205     16      50      -88     75.4    73.1    109.0   56.3    61.4    n       A_N                               Tonga
-175.53 -20.85  100     205     17      50      -88     75.4    73.0    109.0   56.2    61.2    y       UNNAMED(2)                        Tonga
-175.75 -21.15  117     215     19      49      -88     74.9    71.4    109.0   53.6    58.4    n       1                                 Tonga
-175.65 -21.38  93      195     20      48      -88     74.5    70.7    109.0   52.9    57.6    y       UNNAMED(1)                        Tonga
-175.75 -21.38  105     205     21      48      -88     74.5    70.2    109.0   52.5    57.2    n       2.5                               Tonga
-175.93 -21.83  100     195     28      50      -88     73.8    66.4    109.0   50.6    55.1    y       3                                 Tonga
-176.03 -22.02  99      200     29      51      -88     73.4    65.5    109.0   50.7    55.2    y       5a_N                              Tonga
-176.10 -22.08  103     200     29      51      -88     73.3    65.4    109.0   50.7    55.3    y       5_SW                              Tonga
-176.23 -22.13  115     205     28      52      -88     73.2    65.5    109.0   51.2    55.9    n       4_S                               Tonga
-176.20 -22.18  108     200     28      52      -88     73.2    65.3    109.0   51.2    55.8    y       cone_SE_of_Volc_4                 Tonga
-176.28 -22.00  130     220     28      51      -88     73.5    66.1    109.0   51.2    55.8    n       4                                 Tonga
-176.35 -22.47  107     200     25      53      -88     72.7    66.5    109.0   52.8    57.6    y       6.5                               Tonga
-176.43 -22.55  112     200     25      53      -88     72.5    66.5    109.0   53.1    57.9    n       7B                                Tonga
-176.38 -22.70  95      190     25      53      -88     72.3    66.2    109.0   53.1    57.9    y       7                                 Tonga
-176.45 -22.85  95      190     25      54      -88     72.1    66.2    109.0   53.4    58.3    n       8                                 Tonga
-176.40 -22.98  78      180     26      54      -88     71.8    65.4    109.0   53.0    57.8    y       8_miles_S_of_Volc_8               Tonga
-176.73 -23.63  83      180     17      56      -89     70.7    68.1    109.0   56.5    61.6    y       14                                Kermadec
-176.80 -23.92  83      180     9       56      -89     70.3    69.6    109.0   57.9    63.1    y       15                                Kermadec
-176.85 -24.22  85      175     4       55      -89     69.8    69.7    109.0   57.1    62.2    y       16                                Kermadec
-176.97 -24.52  98      180     3       54      -89     69.2    69.2    109.0   55.8    60.8    n       18_N                              Kermadec
-176.87 -24.58  85      175     2       53      -89     69.1    69.1    109.0   55.5    60.5    y       18                                Kermadec
-177.07 -24.85  108     190     4       52      -89     68.7    68.6    109.0   54.4    59.3    y       19                                Kermadec
-177.19 -25.89  94      195     20      50      -89     66.9    63.1    103.0   48.3    49.7    y       MONOWAI_SEAMOUNT                  Kermadec
-177.87 -29.18  82      165     17      60      -90     61.1    58.7    102.0   50.8    51.8    y       UNNAMED                           Kermadec
-177.92 -29.27  85      165     17      61      -90     61.0    58.3    100.0   50.8    50.8    y       RAOUL_ISLAND                      Kermadec
-178.47 -30.20  118     170     17      62      -90     59.3    56.6    100.0   50.1    50.1    y       MACAULEY_ISLAND                   Kermadec
178.48  -35.74  140     220     30      56      -94     49.2    40.9    100.0   33.7    33.7    y       RUMBLE_III                        New_Zealand
178.20  -36.14  149     225     30      56      -94     48.5    40.1    100.0   33.3    33.3    y       RUMBLE_V                          New_Zealand
178.05  -36.22  170     230     28      56      -94     8.4     7.1     100.0   5.9     5.9     y       RUMBLE_IV                         New_Zealand
176.25  -37.28  NULL    305     35      54      -97     46.6    34.7    100.0   27.9    27.9    n       MAYOR_ISLAND                      New_Zealand
177.18  -37.52  144     225     33      53      -96     46.0    35.7    100.0   28.6    28.6    y       WHITE_ISLAND                      New_Zealand
176.50  -38.12  148     265     51      52      -97     45.0    24.0    100.0   19.0    19.0    y       OKATAINA                          New_Zealand
176.33  -38.42  122     270     57      51      -97     44.5    19.2    100.0   15.0    15.0    y       REPOROA                           New_Zealand
176.08  -38.42  139     280     57      51      -97     44.5    18.9    100.0   14.6    14.6    n       MAROA                             New_Zealand
